GB.C:AB002109 766 867
GB.C:AB002109 956 1009
GB.C:AB002109 1102 1194
GB.C:AB002109 1326 1418
GB.C:AB002109 1723 1827
GB.C:AB002109 1932 2030
GB.C:AB002109 2295 2555

GB.C:AB003495 100 220
GB.C:AB003495 333 697
GB.C:AB003495 1085 1717

GB.C:AB004648 100 591
GB.C:AB004648 1216 1451
GB.C:AB004648 1706 1846
GB.C:AB004648 2005 2272

GB.C:AB004813 100 420
GB.C:AB004813 580 708
GB.C:AB004813 1641 2129
GB.C:AB004813 2232 2291

GB.C:AB004813_g2 100 429
GB.C:AB004813_g2 541 1158
GB.C:AB004813_g2 1267 1326

GB.C:AB004814 100 309
GB.C:AB004814 1172 1268
GB.C:AB004814 1365 1456
GB.C:AB004814 1548 1679
GB.C:AB004814 1794 1979
GB.C:AB004814 2063 2226
GB.C:AB004814 2333 2411
GB.C:AB004814 3303 3431
GB.C:AB004814 3921 4052
GB.C:AB004814 4171 4530

GB.C:AB004819 100 1215

GB.C:AB006788 100 178
GB.C:AB006788 861 1083
GB.C:AB006788 1550 1703
GB.C:AB006788 1849 1951
GB.C:AB006788 2150 2334
GB.C:AB006788 2568 2647
GB.C:AB006788 3029 3179
GB.C:AB006788 3611 3692
GB.C:AB006788 3817 3875
GB.C:AB006788 3975 4280
GB.C:AB006788 4421 4585

GB.C:AB007404 100 141
GB.C:AB007404 1689 1739
GB.C:AB007404 2344 2394
GB.C:AB007404 2469 2534
GB.C:AB007404 2601 2662
GB.C:AB007404 3051 3129
GB.C:AB007404 3210 3314
GB.C:AB007404 3416 3526
GB.C:AB007404 3609 3746
GB.C:AB007404 3992 4066
GB.C:AB007404 4166 4286
GB.C:AB007404 4360 4514
GB.C:AB007404 4596 4670
GB.C:AB007404 4752 4955
GB.C:AB007404 5697 5813

GB.C:AB009592 100 240
GB.C:AB009592 343 407
GB.C:AB009592 561 630
GB.C:AB009592 964 1035
GB.C:AB009592 1133 1336
GB.C:AB009592 2258 2331
GB.C:AB009592 2430 2513
GB.C:AB009592 3046 3133
GB.C:AB009592 3227 3308
GB.C:AB009592 3641 3714
GB.C:AB009592 3937 4044
GB.C:AB009592 4146 4210
GB.C:AB009592 4780 4893
GB.C:AB009592 5110 5209
GB.C:AB009592 5306 5359
GB.C:AB009592 5438 5533

GB.C:AB012605 100 297
GB.C:AB012605 395 634

GB.C:AB012765 100 364
GB.C:AB012765 2234 2808
GB.C:AB012765 2971 3350
GB.C:AB012765 3437 3523
GB.C:AB012765 3621 3951
GB.C:AB012765 4122 4532
GB.C:AB012765 4615 4674
GB.C:AB012765 4783 4989

GB.C:AB012766 100 352
GB.C:AB012766 1750 2324
GB.C:AB012766 2466 2845
GB.C:AB012766 2948 3034
GB.C:AB012766 3120 3450
GB.C:AB012766 3583 3993
GB.C:AB012766 4077 4136
GB.C:AB012766 4233 4439

GB.C:AB012915 100 336
GB.C:AB012915 1037 1172
GB.C:AB012915 1288 1340
GB.C:AB012915 1463 1571
GB.C:AB012915 1646 1782
GB.C:AB012915 1877 2073
GB.C:AB012915 2158 2307
GB.C:AB012915 2410 2675
GB.C:AB012915 3077 3167
GB.C:AB012915 3292 3385
GB.C:AB012915 3621 3716
GB.C:AB012915 4351 4491
GB.C:AB012915 4767 4817
GB.C:AB012915 6244 6314
GB.C:AB012915 6416 6508
GB.C:AB012915 6992 7082
GB.C:AB012915 8332 8403
GB.C:AB012915 9389 9514
GB.C:AB012915 9700 9756
GB.C:AB012915 10089 10163
GB.C:AB012915 10733 10821
GB.C:AB012915 10977 11054
GB.C:AB012915 11471 11609
GB.C:AB012915 12031 12140
GB.C:AB012915 12314 12413
GB.C:AB012915 12711 12818

GB.C:AB013448 100 975
GB.C:AB013448 2316 3071
GB.C:AB013448 3380 5365

GB.C:AB016283 100 309
GB.C:AB016283 4160 4221
GB.C:AB016283 4339 4387
GB.C:AB016283 6737 6853
GB.C:AB016283 6976 7029
GB.C:AB016283 7484 7569
GB.C:AB016283 7729 7834
GB.C:AB016283 8025 8159

GB.C:AB018375 100 163
GB.C:AB018375 287 348
GB.C:AB018375 523 744

GB.C:AB021736 100 508
GB.C:AB021736 1521 1614
GB.C:AB021736 2149 2344
GB.C:AB021736 3151 3226
GB.C:AB021736 3315 3440
GB.C:AB021736 3644 4008

GB.C:AB021747 100 243
GB.C:AB021747 1851 1991
GB.C:AB021747 2091 2177
GB.C:AB021747 2421 2537
GB.C:AB021747 2630 2718
GB.C:AB021747 2963 3014
GB.C:AB021747 3121 3216
GB.C:AB021747 3289 3333
GB.C:AB021747 3456 3545
GB.C:AB021747 3618 3689
GB.C:AB021747 3944 4072

GB.C:AB026725 100 394
GB.C:AB026725 1636 1682
GB.C:AB026725 1791 1916
GB.C:AB026725 2013 2069
GB.C:AB026725 2833 2910
GB.C:AB026725 3559 3651

GB.C:AB026839 100 1113
GB.C:AB026839 2454 3209
GB.C:AB026839 3518 5503

GB.C:AF013580 378 759
GB.C:AF013580 849 960
GB.C:AF013580 1943 2318

GB.C:AF014470 100 309
GB.C:AF014470 425 601
GB.C:AF014470 709 874
GB.C:AF014470 962 1353

GB.C:AF019212 100 618

GB.C:AF042275 100 141
GB.C:AF042275 276 408
GB.C:AF042275 1003 1622

GB.C:AF044059 100 163
GB.C:AF044059 244 425

GB.C:AF046884 100 159
GB.C:AF046884 252 638
GB.C:AF046884 851 1006

GB.C:AF048750 100 164
GB.C:AF048750 274 348
GB.C:AF048750 464 578

GB.C:AF050155 100 634
GB.C:AF050155 738 919

GB.C:AF064456 100 175
GB.C:AF064456 1785 2154
GB.C:AF064456 2281 2398

GB.C:AF065992 100 505
GB.C:AF065992 715 1124
GB.C:AF065992 2422 2775

GB.C:AF077130 100 862
GB.C:AF077130 1313 1342
GB.C:AF077130 1482 2539

GB.C:AF081922 100 253
GB.C:AF081922 2003 2106
GB.C:AF081922 2186 2281
GB.C:AF081922 3024 3143
GB.C:AF081922 3513 3719
GB.C:AF081922 3911 4002
GB.C:AF081922 4268 4386
GB.C:AF081922 5192 5315
GB.C:AF081922 5470 5593
GB.C:AF081922 6150 6218
GB.C:AF081922 6306 6397
GB.C:AF081922 6497 6574
GB.C:AF081922 6964 7031
GB.C:AF081922 7142 7290

GB.C:AF097182 100 352
GB.C:AF097182 1313 1427
GB.C:AF097182 3384 3492
GB.C:AF097182 3596 3673
GB.C:AF097182 4766 4957
GB.C:AF097182 5561 5734

GB.C:AF133118 100 250
GB.C:AF133118 338 371
GB.C:AF133118 1230 1460
GB.C:AF133118 4396 4525
GB.C:AF133118 4597 4872

GB.C:AF141880 100 217
GB.C:AF141880 380 936

GB.C:AF184279 100 1473

GB.C:AF194115 100 552

GB.C:AF211193 100 298
GB.C:AF211193 387 730
GB.C:AF211193 826 1218

GB.C:AF245482 100 345

GB.C:AF245484 100 570
GB.C:AF245484 666 737
GB.C:AF245484 1493 1522
GB.C:AF245484 2432 2512

GB.C:AJ243829 100 492
GB.C:AJ243829 854 1100
GB.C:AJ243829 1582 1694
GB.C:AJ243829 1864 1943
GB.C:AJ243829 2104 2245
GB.C:AJ243829 2332 2412
GB.C:AJ243829 2555 2659
GB.C:AJ243829 3041 3223
GB.C:AJ243829 3727 3819
GB.C:AJ243829 4519 4658
GB.C:AJ243829 4739 4805
GB.C:AJ243829 4903 5022

GB.C:AJ277469 100 864

GB.C:D00584 100 430
GB.C:D00584 520 794
GB.C:D00584 898 1377
GB.C:D00584 1461 1874

GB.C:D10838 100 183
GB.C:D10838 286 348
GB.C:D10838 2561 2768
GB.C:D10838 2884 2953
GB.C:D10838 3388 3657
GB.C:D10838 3766 4672
GB.C:D10838 4985 5101
GB.C:D10838 5259 5321
GB.C:D10838 5759 5866
GB.C:D10838 6335 6436
GB.C:D10838 6602 6669
GB.C:D10838 6751 6831
GB.C:D10838 6950 7066
GB.C:D10838 7148 7352

GB.C:D10985 100 398
GB.C:D10985 529 697
GB.C:D10985 1457 1576
GB.C:D10985 2184 2327
GB.C:D10985 2413 2563
GB.C:D10985 2784 2872
GB.C:D10985 2958 3216
GB.C:D10985 4029 4162
GB.C:D10985 4560 4697

GB.C:D13512 100 127
GB.C:D13512 563 1611

GB.C:D13513 100 246
GB.C:D13513 960 1229
GB.C:D13513 1406 1515
GB.C:D13513 1620 1710
GB.C:D13513 1813 2082
GB.C:D13513 2428 2706

GB.C:D16222 100 722
GB.C:D16222 853 1252

GB.C:D16685 100 715
GB.C:D16685 2620 3071

GB.C:D21159 100 374
GB.C:D21159 458 482

GB.C:D26547 100 189
GB.C:D26547 1285 1407
GB.C:D26547 1489 1644

GB.C:D29966 100 114
GB.C:D29966 403 1203
GB.C:D29966 1290 1889
GB.C:D29966 2239 2298

GB.C:D32165 100 456
GB.C:D32165 566 626
GB.C:D32165 1594 1688
GB.C:D32165 1780 1892
GB.C:D32165 2272 2440
GB.C:D32165 2513 2552
GB.C:D32165 2633 2697
GB.C:D32165 3323 3436
GB.C:D32165 3525 3589
GB.C:D32165 3765 3921
GB.C:D32165 4005 4124
GB.C:D32165 4285 4373
GB.C:D32165 4469 4553

GB.C:D38221 100 397
GB.C:D38221 1305 1660
GB.C:D38221 2512 2589
GB.C:D38221 2677 2801
GB.C:D38221 3637 3718
GB.C:D38221 3815 3988
GB.C:D38221 4178 4259
GB.C:D38221 4356 4447
GB.C:D38221 4558 4620
GB.C:D38221 4699 4788
GB.C:D38221 5452 5576
GB.C:D38221 5701 5809
GB.C:D38221 5891 5943
GB.C:D38221 6079 6119
GB.C:D38221 6950 7062

GB.C:D38445 100 123
GB.C:D38445 221 277
GB.C:D38445 593 928
GB.C:D38445 1281 1500
GB.C:D38445 1884 2124
GB.C:D38445 2342 2600

GB.C:D45890 100 459
GB.C:D45890 1097 1335
GB.C:D45890 1433 1496
GB.C:D45890 1629 2321
GB.C:D45890 2472 2591
GB.C:D45890 2680 2811
GB.C:D45890 3124 3300
GB.C:D45890 3409 3462
GB.C:D45890 3551 3613
GB.C:D45890 3703 4638
GB.C:D45890 4750 4877
GB.C:D45890 4972 5260

GB.C:D49551 100 339
GB.C:D49551 572 754
GB.C:D49551 884 1049
GB.C:D49551 1361 1779

GB.C:D49704 100 154
GB.C:D49704 621 808
GB.C:D49704 895 1026
GB.C:D49704 1971 2107
GB.C:D49704 2201 2204

GB.C:D50307 100 127
GB.C:D50307 937 1985

GB.C:D50643 100 660

GB.C:D63901 100 570

GB.C:D64013 100 114
GB.C:D64013 231 327
GB.C:D64013 1239 1516
GB.C:D64013 1868 2644
GB.C:D64013 2866 2955
GB.C:D64013 3150 3217
GB.C:D64013 3308 3401
GB.C:D64013 3514 3573

GB.C:D73383 100 549

GB.C:D73384 100 549

GB.C:D78506 100 401
GB.C:D78506 495 584
GB.C:D78506 1039 1105
GB.C:D78506 1925 2008
GB.C:D78506 2167 2352
GB.C:D78506 2456 2533
GB.C:D78506 3088 3225
GB.C:D78506 3343 3543

GB.C:D82066 100 274
GB.C:D82066 596 897

GB.C:D83726 100 185
GB.C:D83726 274 390
GB.C:D83726 484 559
GB.C:D83726 780 903
GB.C:D83726 1548 1661
GB.C:D83726 1766 1927
GB.C:D83726 2821 2822

GB.C:D84400 100 321
GB.C:D84400 434 616
GB.C:D84400 723 888
GB.C:D84400 1183 1592

GB.C:D86611 100 114
GB.C:D86611 211 307
GB.C:D86611 794 1938
GB.C:D86611 2308 2375
GB.C:D86611 2488 2581
GB.C:D86611 2703 2762

GB.C:D86744 100 155
GB.C:D86744 928 1016
GB.C:D86744 2024 2122
GB.C:D86744 2297 2391

GB.C:D89727 100 180
GB.C:D89727 256 303
GB.C:D89727 948 1035
GB.C:D89727 1116 1159
GB.C:D89727 1245 1328

GB.C:D89931 100 164
GB.C:D89931 748 825
GB.C:D89931 1439 1544

GB.C:E12858 100 114
GB.C:E12858 231 327
GB.C:E12858 1239 1516
GB.C:E12858 1868 2644
GB.C:E12858 2866 2955
GB.C:E12858 3150 3217
GB.C:E12858 3308 3401
GB.C:E12858 3514 3573

GB.C:L03366 100 209
GB.C:L03366 744 873
GB.C:L03366 970 1121
GB.C:L03366 1205 1397
GB.C:L03366 1575 1693
GB.C:L03366 1781 1997
GB.C:L03366 2108 2203
GB.C:L03366 2319 2492
GB.C:L03366 2600 2716
GB.C:L03366 2812 2978
GB.C:L03366 3057 3281
GB.C:L03366 3369 3687
GB.C:L03366 3774 4018
GB.C:L03366 4113 4251
GB.C:L03366 4348 4395

GB.C:L04967 100 138
GB.C:L04967 999 1074
GB.C:L04967 1208 1331
GB.C:L04967 1686 1770
GB.C:L04967 2041 2173
GB.C:L04967 2655 2749
GB.C:L04967 2879 2957
GB.C:L04967 3075 3157
GB.C:L04967 3250 3298

GB.C:L18914 100 175
GB.C:L18914 955 1328

GB.C:L19434 100 175
GB.C:L19434 260 361
GB.C:L19434 450 545
GB.C:L19434 708 739
GB.C:L19434 846 921
GB.C:L19434 1058 1111
GB.C:L19434 1248 1270

GB.C:L19435 100 175
GB.C:L19435 268 369
GB.C:L19435 494 589
GB.C:L19435 741 772
GB.C:L19435 921 996
GB.C:L19435 1458 1511
GB.C:L19435 1625 1647

GB.C:L27210 100 540

GB.C:L29469 100 618

GB.C:L35844 100 162
GB.C:L35844 261 333
GB.C:L35844 583 620
GB.C:L35844 940 1017
GB.C:L35844 1572 1679
GB.C:L35844 1763 1864
GB.C:L35844 2567 2622
GB.C:L35844 2802 2936
GB.C:L35844 3013 3106
GB.C:L35844 3194 3253
GB.C:L35844 3331 3410
GB.C:L35844 3575 3740

GB.C:L36819 100 430
GB.C:L36819 520 794
GB.C:L36819 900 1379
GB.C:L36819 1463 1876

GB.C:M23746 100 552

GB.C:M28156 100 430
GB.C:M28156 520 794
GB.C:M28156 898 1377
GB.C:M28156 1461 1874

GB.C:M29259 100 213
GB.C:M29259 550 744

GB.C:M31616 100 240
GB.C:M31616 976 1268
GB.C:M31616 1911 2184
GB.C:M31616 2299 2478
GB.C:M31616 2666 2769
GB.C:M31616 2881 2992
GB.C:M31616 3115 3213
GB.C:M31616 3298 3417
GB.C:M31616 4076 4192
GB.C:M31616 4450 4461

GB.C:M36469 100 130
GB.C:M36469 229 365
GB.C:M36469 478 524
GB.C:M36469 1133 1459
GB.C:M36469 1575 1656
GB.C:M36469 1762 1837
GB.C:M36469 1932 1990
GB.C:M36469 2089 2184
GB.C:M36469 2315 2473
GB.C:M36469 2610 2708

GB.C:M59351 100 189
GB.C:M59351 314 1249
GB.C:M59351 1338 1619

GB.C:M63704 100 211
GB.C:M63704 1029 1162
GB.C:M63704 1911 2003

GB.C:M80938 100 552

GB.C:M96673 100 276
GB.C:M96673 372 509
GB.C:M96673 608 768
GB.C:M96673 867 1854

GB.C:U18404 100 152
GB.C:U18404 294 465

GB.C:U26660 100 618
GB.C:U26660 722 886
GB.C:U26660 980 1626
GB.C:U26660 1726 1843
GB.C:U26660 1927 2115
GB.C:U26660 2240 2410

GB.C:U37133 100 2776
GB.C:U37133 3620 4020

GB.C:U38199 100 621
GB.C:U38199 724 887
GB.C:U38199 1206 1853
GB.C:U38199 1944 2061
GB.C:U38199 2153 2341
GB.C:U38199 2451 2621

GB.C:U40708 100 651

GB.C:U43961 100 1058
GB.C:U43961 1313 1494
GB.C:U43961 2508 2854
GB.C:U43961 3721 3963

GB.C:U46159 100 152
GB.C:U46159 294 465

GB.C:U55048 100 109
GB.C:U55048 806 1307
GB.C:U55048 1412 1493
GB.C:U55048 1670 1735

GB.C:U70541 100 306
GB.C:U70541 699 821
GB.C:U70541 1427 1597
GB.C:U70541 1695 1784
GB.C:U70541 1889 1975
GB.C:U70541 2056 2111
GB.C:U70541 2204 2297
GB.C:U70541 2424 2536
GB.C:U70541 2603 2675
GB.C:U70541 2995 3075
GB.C:U70541 3257 3343
GB.C:U70541 3423 3527
GB.C:U70541 3671 3777
GB.C:U70541 3873 3933
GB.C:U70541 4026 4127

GB.C:U70541_g2 100 220
GB.C:U70541_g2 333 697
GB.C:U70541_g2 1084 1716

GB.C:U76028 100 236
GB.C:U76028 371 485
GB.C:U76028 586 702
GB.C:U76028 795 935

GB.C:U76029 100 227
GB.C:U76029 344 458
GB.C:U76029 554 670
GB.C:U76029 786 926

GB.C:U83669 100 564

GB.C:X07515 100 240
GB.C:X07515 333 710

GB.C:X14172 100 2164
GB.C:X14172 2387 3203
GB.C:X14172 3485 3781
GB.C:X14172 3884 4091

GB.C:X15862 100 159
GB.C:X15862 249 643
GB.C:X15862 737 1346
GB.C:X15862 1758 1823

GB.C:X15863 100 156
GB.C:X15863 288 688
GB.C:X15863 804 1411
GB.C:X15863 1954 2018

GB.C:X15864 100 159
GB.C:X15864 273 673
GB.C:X15864 940 1554
GB.C:X15864 1647 1710

GB.C:X15865 100 159
GB.C:X15865 243 636
GB.C:X15865 888 1501
GB.C:X15865 1584 1649

GB.C:X16099 100 466
GB.C:X16099 1777 3515

GB.C:X16509 100 189
GB.C:X16509 298 430
GB.C:X16509 524 1335
GB.C:X16509 1420 1671

GB.C:X17074 100 504

GB.C:X51909 100 102
GB.C:X51909 261 461
GB.C:X51909 1169 1384

GB.C:X51910 100 136
GB.C:X51910 222 433
GB.C:X51910 525 578
GB.C:X51910 685 729

GB.C:X52240 100 192
GB.C:X52240 295 426
GB.C:X52240 516 1229
GB.C:X52240 1318 1530

GB.C:X52623 100 1152
GB.C:X52623 2091 2289
GB.C:X52623 3771 3984
GB.C:X52623 4134 4227
GB.C:X52623 4345 4476

GB.C:X53694 100 438
GB.C:X53694 552 632
GB.C:X53694 740 838
GB.C:X53694 935 1024
GB.C:X53694 1124 1187
GB.C:X53694 1280 1380
GB.C:X53694 1471 1580
GB.C:X53694 1702 1945
GB.C:X53694 2063 2239
GB.C:X53694 2483 2674
GB.C:X53694 2781 2867
GB.C:X53694 2977 3105
GB.C:X53694 3463 3579

GB.C:X54046 100 418
GB.C:X54046 504 656
GB.C:X54046 753 850
GB.C:X54046 1568 1789

GB.C:X54313 100 427
GB.C:X54313 508 782
GB.C:X54313 894 1373
GB.C:X54313 1451 1858

GB.C:X54314 100 427
GB.C:X54314 539 801
GB.C:X54314 912 1394
GB.C:X54314 1489 1914

GB.C:X56336 100 198
GB.C:X56336 325 457
GB.C:X56336 867 1672
GB.C:X56336 1764 2048

GB.C:X56337 100 192
GB.C:X56337 269 1207
GB.C:X56337 1307 1591

GB.C:X57658 100 228
GB.C:X57658 637 828

GB.C:X58228 100 438
GB.C:X58228 552 632
GB.C:X58228 740 838
GB.C:X58228 935 1024
GB.C:X58228 1124 1187
GB.C:X58228 1280 1380
GB.C:X58228 1471 1580
GB.C:X58228 1702 1945
GB.C:X58228 2063 2239
GB.C:X58228 2483 2674
GB.C:X58228 2781 2867
GB.C:X58228 2977 3105
GB.C:X58228 3463 3579

GB.C:X59046 100 209
GB.C:X59046 936 1065
GB.C:X59046 1161 1312
GB.C:X59046 1433 1625
GB.C:X59046 1751 1869
GB.C:X59046 1989 2205
GB.C:X59046 2290 2385
GB.C:X59046 2467 2640
GB.C:X59046 2728 2844
GB.C:X59046 2928 3094
GB.C:X59046 3199 3423
GB.C:X59046 3510 3828
GB.C:X59046 3927 4171
GB.C:X59046 4266 4452

GB.C:X64770 100 194
GB.C:X64770 606 726
GB.C:X64770 816 967
GB.C:X64770 1051 1243
GB.C:X64770 1393 1511
GB.C:X64770 1607 1823
GB.C:X64770 1906 2001
GB.C:X64770 2098 2271
GB.C:X64770 2356 2472
GB.C:X64770 2555 2721
GB.C:X64770 2810 3034
GB.C:X64770 3374 3692
GB.C:X64770 3823 4067
GB.C:X64770 4179 4317
GB.C:X64770 4415 4462

GB.C:X65064 100 570

GB.C:X65183 100 438
GB.C:X65183 552 632
GB.C:X65183 740 838
GB.C:X65183 935 1024
GB.C:X65183 1124 1187
GB.C:X65183 1280 1380
GB.C:X65183 1471 1580
GB.C:X65183 1702 1945
GB.C:X65183 2063 2239
GB.C:X65183 2480 2671
GB.C:X65183 2778 2864
GB.C:X65183 2977 3105
GB.C:X65183 3463 3579

GB.C:X67711 100 313
GB.C:X67711 2253 3988

GB.C:X81692 100 109
GB.C:X81692 168 666
GB.C:X81692 773 854
GB.C:X81692 1033 1098

GB.C:X87946 100 491
GB.C:X87946 609 2349

GB.C:X89226 100 2707
GB.C:X89226 3908 4272

GB.C:X97066 100 426
GB.C:X97066 552 712
GB.C:X97066 813 1710

GB.C:Y00687 100 430
GB.C:Y00687 520 794
GB.C:Y00687 898 1377
GB.C:Y00687 1461 1874

GB.C:Y00842 100 309
GB.C:Y00842 393 674

GB.C:Y08988 100 480
GB.C:Y08988 563 796

GB.C:Y14824 100 226
GB.C:Y14824 919 1115

GB.C:Z11920 100 225
GB.C:Z11920 1294 1716
GB.C:Z11920 2554 4104

GB.C:Z16402 100 262
GB.C:Z16402 447 778

GB.C:Z23271 100 444
GB.C:Z23271 534 542

GB.C:Z34271 100 465
GB.C:Z34271 578 715
GB.C:Z34271 788 1075

GB.C:Z34271_g2 100 477
GB.C:Z34271_g2 965 1105
GB.C:Z34271_g2 1299 1586

GB.C:Z68504 100 1058
GB.C:Z68504 1313 1494
GB.C:Z68504 2508 2854
GB.C:Z68504 3721 3963
